Generation: 0
print | 21955 | 55, 30, 23, 5
decay | 24157 | 68, 99, 67, 11
decay | 24157 | 68, 99, 67, 11
opera | 49700 | 27, 86, 83, 12
opera | 49700 | 27, 86, 83, 12
agony | 875137 | 70, 86, 49, 11
agony | 875137 | 70, 86, 49, 11
forge | 1493252 | 8, 48, 45, 36
forge | 1493252 | 8, 48, 45, 36
Venus | 2982856 | 80, 85, 78, 24
Venus | 2982856 | 80, 85, 78, 24
decay | 5334736 | 48, 16, 97, 76
decay | 5334736 | 48, 16, 97, 76
patch | 5613115 | 45, 23, 6, 67
patch | 5613115 | 45, 23, 6, 67
utter | 8433224 | 97, 77, 49, 40
utter | 8433224 | 97, 77, 49, 40
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
print | 21955 | 55, 30, 23, 5
print | 21955 | 55, 30, 23, 5
decay | 24157 | 68, 99, 67, 11
decay | 24157 | 68, 99, 67, 11
opera | 49700 | 27, 86, 83, 12
opera | 49700 | 27, 86, 83, 12
agony | 875137 | 70, 86, 49, 11
agony | 875137 | 70, 86, 49, 11
forge | 1493252 | 8, 48, 45, 36
forge | 1493252 | 8, 48, 45, 36
Venus | 2982856 | 80, 85, 78, 24
Venus | 2982856 | 80, 85, 78, 24
decay | 5334736 | 48, 16, 97, 76
decay | 5334736 | 48, 16, 97, 76
patch | 5613115 | 45, 23, 6, 67
patch | 5613115 | 45, 23, 6, 67
utter | 8433224 | 97, 77, 49, 40
utter | 8433224 | 97, 77, 49, 40
Generation: 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
print | 21955 | 55, 30, 23, 5
print | 21955 | 55, 30, 23, 5
print | 21955 | 55, 30, 23, 5
print | 21955 | 55, 30, 23, 5
decay | 24157 | 68, 99, 67, 11
decay | 24157 | 68, 99, 67, 11
decay | 24157 | 68, 99, 67, 11
decay | 24157 | 68, 99, 67, 11
opera | 49700 | 27, 86, 83, 12
opera | 49700 | 27, 86, 83, 12
opera | 49700 | 27, 86, 83, 12
opera | 49700 | 27, 86, 83, 12
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
print | 21955 | 55, 30, 23, 5
print | 21955 | 55, 30, 23, 5
print | 21955 | 55, 30, 23, 5
print | 21955 | 55, 30, 23, 5
decay | 24157 | 68, 99, 67, 11
decay | 24157 | 68, 99, 67, 11
decay | 24157 | 68, 99, 67, 11
decay | 24157 | 68, 99, 67, 11
opera | 49700 | 27, 86, 83, 12
opera | 49700 | 27, 86, 83, 12
opera | 49700 | 27, 86, 83, 12
opera | 49700 | 27, 86, 83, 12
Generation: 3
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
false | 14 | 49, 16, 32, 2
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
strip | 3924 | 70, 39, 6, 2
Generation: 4
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
false | 14 | 49, 16, 32, -6
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
strip | 1000 | 1, 48, 48, 85
Generation: 5
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
dough | 208 | 49, 16, 32, -6
Generation: 6
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
dough | 208 | 49, 14, 23, -11
Generation: 7
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
marsh | 21385 | 46, 12, 23, -20
Generation: 8
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
lover | 216880 | 43, 11, 13, -30
Generation: 9
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Venus | 19083490 | 39, 9, 5, -36
Generation: 10
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
Generation: 11
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
worth | 57069980 | 39, 9, 5, -36
Generation: 12
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
worth | 57069980 | 31, 1, 2, -45
Generation: 13
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
strip | 512297841 | 31, 1, 2, -45
Generation: 14
strip | 512297841 | 33, 1, 4, -44
strip | 512297841 | 33, 1, 4, -44
strip | 512297841 | 33, 1, 4, -44
strip | 512297841 | 33, 1, 4, -44
strip | 512297841 | 33, 1, 4, -44
strip | 512297841 | 33, 1, 4, -44
strip | 512297841 | 33, 1, 4, -44
strip | 512297841 | 33, 1, 4, -44
strip | 512297841 | 33, 1, 4, -44
strip | 512297841 | 33, 1, 4, -44
strip | 512297841 | 33, 1, 4, -44
strip | 512297841 | 33, 1, 4, -44
strip | 512297841 | 33, 1, 4, -44
